Date,Open,High,Low,Close,Volume,Adjusted Close
2004-09-27,10046.7,10046.7,9985.4,9988.5,1987100.0,9988.5
2004-09-28,9989.7,10099.5,9977.9,10077.4,2321700.0,10077.4
2004-09-29,10056.8,10136.2,10050.6,10136.2,2185400.0,10136.2
2004-09-30,10136.4,10142.9,10038.9,10080.3,3771300.0,10080.3
2004-10-01,10082.0,10198.6,10082.0,10192.7,2675500.0,10192.7
2004-10-04,10191.4,10270.4,10191.4,10216.5,2531900.0,10216.5
2004-10-05,10216.8,10221.1,10158.1,10177.7,2244100.0,10177.7
2004-10-06,10170.7,10240.1,10158.0,10239.9,2320200.0,10239.9
2004-10-07,10239.8,10241.0,10124.5,10125.4,2753400.0,10125.4
2004-10-08,10124.1,10148.0,10036.3,10055.2,2285900.0,10055.2
2004-10-11,10056.1,10098.8,10056.1,10082.0,1571800.0,10082.0
2004-10-12,10080.4,10102.3,10017.2,10077.2,2158200.0,10077.2
2004-10-13,10085.2,10127.2,9957.8,10002.3,2768000.0,10002.3
2004-10-14,10002.5,10003.4,9875.1,9894.5,2686500.0,9894.5
2004-10-15,9895.6,9982.7,9895.6,9933.4,3175900.0,9933.4
2004-10-18,9933.0,9960.2,9861.6,9956.3,2278400.0,9956.3
2004-10-19,9958.4,10020.6,9894.9,9897.6,2642200.0,9897.6
2004-10-20,9895.2,9895.7,9804.2,9886.9,2726700.0,9886.9
2004-10-21,9884.7,9903.2,9800.9,9865.8,2720500.0,9865.8
2004-10-22,9863.9,9883.3,9753.0,9757.8,2582200.0,9757.8
2004-10-25,9757.2,9777.9,9708.4,9750.0,2333700.0,9750.0
2004-10-26,9750.6,9888.5,9749.6,9888.5,2737700.0,9888.5
2004-10-27,9888.3,10018.6,9842.0,10002.0,2562000.0,10002.0
2004-10-28,9998.9,10045.0,9952.5,10004.5,2544900.0,10004.5
2004-10-29,10004.7,10044.1,9990.8,10027.5,2629500.0,10027.5
2004-11-01,10028.7,10076.6,10010.2,10054.4,2670400.0,10054.4
2004-11-02,10053.9,10133.0,10011.2,10035.7,3694800.0,10035.7
2004-11-03,10037.5,10215.5,10037.4,10137.1,3327900.0,10137.1
2004-11-04,10132.5,10318.2,10128.0,10314.8,3657700.0,10314.8
2004-11-05,10317.1,10416.7,10317.0,10387.5,3257700.0,10387.5
2004-11-08,10385.2,10405.7,10361.4,10391.3,2580400.0,10391.3
2004-11-09,10387.6,10427.8,10368.6,10386.4,2484300.0,10386.4
2004-11-10,10378.6,10439.4,10378.6,10385.5,2812900.0,10385.5
2004-11-11,10387.0,10486.7,10387.0,10469.8,2540800.0,10469.8
2004-11-12,10469.2,10539.6,10460.4,10539.0,3222500.0,10539.0
2004-11-15,10541.9,10563.0,10517.1,10550.2,2664600.0,10550.2
2004-11-16,10549.8,10549.8,10478.0,10487.7,2370600.0,10487.7
2004-11-17,10481.8,10602.9,10481.8,10549.6,2952300.0,10549.6
2004-11-18,10549.2,10585.3,10547.4,10572.6,2422300.0,10572.6
2004-11-19,10571.6,10573.7,10438.6,10456.9,2753400.0,10456.9
2004-11-22,10455.7,10508.0,10432.0,10489.4,2404100.0,10489.4
2004-11-23,10486.7,10515.0,10436.4,10492.6,2547800.0,10492.6
2004-11-24,10493.9,10527.4,10482.3,10520.3,2040700.0,10520.3
2004-11-26,10518.7,10543.3,10508.6,10522.2,915100.0,10522.2
2004-11-29,10520.6,10557.4,10417.1,10475.9,2476700.0,10475.9
2004-11-30,10475.3,10483.1,10428.0,10428.0,2869000.0,10428.0
2004-12-01,10425.8,10590.2,10425.8,10590.2,3079700.0,10590.2
2004-12-02,10590.4,10629.2,10544.8,10585.1,2960500.0,10585.1
2004-12-03,10597.9,10643.1,10560.6,10592.2,2862700.0,10592.2
2004-12-06,10591.3,10592.0,10526.8,10547.1,2186600.0,10547.1
2004-12-07,10546.8,10567.2,10440.4,10440.6,2587100.0,10440.6
2004-12-08,10438.8,10506.9,10438.7,10494.2,2470200.0,10494.2
2004-12-09,10492.5,10562.5,10418.6,10552.8,2787400.0,10552.8
2004-12-10,10552.2,10575.6,10522.7,10543.2,2422900.0,10543.2
2004-12-13,10543.4,10642.5,10543.2,10638.3,2575300.0,10638.3
2004-12-14,10640.5,10695.1,10621.0,10676.5,3038000.0,10676.5
2004-12-15,10675.7,10706.2,10636.5,10691.5,3050100.0,10691.5
2004-12-16,10691.7,10726.9,10661.7,10705.6,2936000.0,10705.6
2004-12-17,10704.8,10739.3,10641.9,10649.9,6191800.0,10649.9
2004-12-20,10652.1,10735.3,10652.1,10661.6,2986500.0,10661.6
2004-12-21,10661.9,10765.3,10661.9,10759.4,2948800.0,10759.4
2004-12-22,10752.3,10822.7,10739.2,10815.9,2529100.0,10815.9
2004-12-23,10815.0,10864.7,10809.5,10827.1,1932700.0,10827.1
2004-12-27,10828.0,10868.1,10776.1,10776.1,1701400.0,10776.1
2004-12-28,10776.1,10859.0,10773.9,10854.5,1698700.0,10854.5
2004-12-29,10853.7,10853.7,10795.6,10829.2,1628300.0,10829.2
2004-12-30,10829.1,10850.2,10799.7,10800.3,1462100.0,10800.3
2004-12-31,10800.3,10832.5,10781.0,10783.0,1411400.0,10783.0
2005-01-03,10783.8,10867.4,10710.1,10729.4,2706200.0,10729.4
2005-01-04,10727.8,10769.6,10605.2,10630.8,2932800.0,10630.8
2005-01-05,10629.5,10684.4,10597.8,10597.8,2635500.0,10597.8
2005-01-06,10593.2,10667.6,10589.3,10622.9,2328500.0,10622.9
2005-01-07,10624.8,10653.3,10571.7,10604.0,2425200.0,10604.0
2005-01-10,10603.4,10663.7,10582.4,10621.0,2341600.0,10621.0
2005-01-11,10619.8,10619.8,10531.5,10556.2,2556500.0,10556.2
2005-01-12,10561.3,10622.9,10499.5,10617.8,2931400.0,10617.8
2005-01-13,10617.4,10618.2,10485.7,10505.8,2711800.0,10505.8
2005-01-14,10506.7,10567.0,10503.8,10558.0,2230700.0,10558.0
2005-01-18,10554.2,10628.9,10500.6,10628.8,2676800.0,10628.8
2005-01-19,10626.1,10626.3,10536.5,10540.0,2422500.0,10540.0
2005-01-20,10538.9,10546.8,10457.9,10471.5,2428100.0,10471.5
2005-01-21,10472.0,10512.2,10390.9,10393.0,2756800.0,10393.0
2005-01-24,10393.6,10442.9,10368.6,10368.6,2591700.0,10368.6
2005-01-25,10369.4,10509.8,10369.4,10461.6,2607200.0,10461.6
2005-01-26,10463.2,10532.0,10463.2,10498.6,2471400.0,10498.6
2005-01-27,10498.1,10498.1,10429.9,10467.4,2696900.0,10467.4
2005-01-28,10470.6,10488.4,10386.6,10427.2,3587200.0,10427.2
2005-01-31,10428.8,10510.2,10428.8,10489.9,2980600.0,10489.9
2005-02-01,10489.7,10570.3,10489.6,10551.9,2838000.0,10551.9
2005-02-02,10551.1,10616.4,10544.5,10596.8,2798600.0,10596.8
2005-02-03,10592.2,10601.2,10550.1,10593.1,2290000.0,10593.1
2005-02-04,10593.2,10723.9,10586.9,10716.1,2462700.0,10716.1
2005-02-07,10715.8,10733.5,10699.7,10715.8,2180400.0,10715.8
2005-02-08,10712.5,10744.5,10696.0,10724.6,2447100.0,10724.6
2005-02-09,10717.8,10741.6,10660.4,10664.1,3100300.0,10664.1
2005-02-10,10665.0,10763.9,10664.3,10749.6,2541500.0,10749.6
2005-02-11,10742.9,10829.2,10703.4,10796.0,2633700.0,10796.0
2005-02-14,10795.7,10802.3,10773.2,10791.1,2153700.0,10791.1
2005-02-15,10791.1,10852.4,10779.3,10837.3,2415000.0,10837.3
2005-02-16,10832.0,10853.4,10794.2,10834.9,2569400.0,10834.9
2005-02-17,10835.0,10841.2,10752.3,10754.3,2578600.0,10754.3
2005-02-18,10755.2,10792.0,10730.3,10785.2,3356600.0,10785.2
2005-02-22,10783.4,10783.5,10610.5,10611.2,3409100.0,10611.2
2005-02-23,10609.3,10700.7,10609.0,10673.8,2684900.0,10673.8
2005-02-24,10672.2,10755.7,10647.3,10748.8,2573400.0,10748.8
2005-02-25,10748.4,10845.6,10735.8,10841.6,2471400.0,10841.6
2005-02-28,10842.1,10842.1,10730.5,10766.2,2881600.0,10766.2
2005-03-01,10769.0,10849.1,10769.0,10830.0,2472100.0,10830.0
2005-03-02,10825.7,10869.8,10774.3,10812.0,2359500.0,10812.0
2005-03-03,10812.3,10869.2,10767.2,10833.0,2334800.0,10833.0
2005-03-04,10834.5,10962.4,10834.3,10940.6,2402100.0,10940.6
2005-03-07,10940.6,10984.5,10931.5,10936.9,2291200.0,10936.9
2005-03-08,10935.6,10952.5,10900.1,10912.6,2059700.0,10912.6
2005-03-09,10912.3,10923.2,10802.1,10805.6,2679700.0,10805.6
2005-03-10,10806.3,10875.5,10780.4,10851.5,2240400.0,10851.5
2005-03-11,10845.3,10872.4,10758.6,10774.4,2430500.0,10774.4
2005-03-14,10773.9,10805.5,10754.4,10804.5,2370500.0,10804.5
2005-03-15,10804.3,10838.7,10745.1,10745.1,2377100.0,10745.1
2005-03-16,10741.6,10741.6,10612.4,10633.1,2786200.0,10633.1
2005-03-17,10633.3,10658.6,10598.3,10626.4,2281600.0,10626.4
2005-03-18,10627.8,10653.7,10557.0,10629.7,5316700.0,10629.7
2005-03-21,10629.9,10630.5,10534.1,10565.4,2545600.0,10565.4
2005-03-22,10565.4,10610.0,10470.3,10470.5,3086900.0,10470.5
2005-03-23,10470.6,10497.4,10430.5,10456.0,3274900.0,10456.0
2005-03-24,10457.1,10518.6,10442.9,10442.9,2381100.0,10442.9
2005-03-28,10444.1,10533.6,10440.0,10485.7,2138200.0,10485.7
2005-03-29,10485.7,10520.8,10396.2,10405.7,3019700.0,10405.7
2005-03-30,10405.8,10544.2,10404.8,10540.9,2760600.0,10540.9
2005-03-31,10541.6,10542.0,10490.4,10503.8,2592500.0,10503.8
2005-04-01,10504.6,10568.9,10381.0,10404.3,3188100.0,10404.3
2005-04-04,10401.7,10444.3,10356.7,10421.1,2938000.0,10421.1
2005-04-05,10421.1,10476.5,10419.4,10458.5,2716900.0,10458.5
2005-04-06,10453.5,10526.0,10453.4,10486.0,2375700.0,10486.0
2005-04-07,10485.9,10557.1,10476.7,10546.3,2833400.0,10546.3
2005-04-08,10546.3,10553.6,10460.5,10461.3,2011100.0,10461.3
2005-04-11,10462.1,10482.2,10438.4,10448.6,1927200.0,10448.6
2005-04-12,10448.6,10529.8,10360.9,10508.0,2670700.0,10508.0
2005-04-13,10507.5,10521.1,10379.7,10403.9,2748500.0,10403.9
2005-04-14,10403.7,10417.9,10273.4,10278.8,3037800.0,10278.8
2005-04-15,10276.6,10278.5,10076.6,10087.5,4173600.0,10087.5
2005-04-18,10088.5,10105.4,10020.9,10071.3,3012200.0,10071.3
2005-04-19,10071.6,10156.5,10071.6,10127.4,2859600.0,10127.4
2005-04-20,10131.2,10186.5,10000.5,10012.4,3239100.0,10012.4
2005-04-21,10010.5,10218.6,10010.5,10218.6,2875500.0,10218.6
2005-04-22,10218.6,10219.3,10069.9,10157.7,2725000.0,10157.7
2005-04-25,10158.5,10260.2,10158.5,10242.5,2312100.0,10242.5
2005-04-26,10241.0,10263.6,10151.0,10151.1,2552700.0,10151.1
2005-04-27,10150.3,10219.6,10079.5,10198.8,2483900.0,10198.8
2005-04-28,10194.6,10194.6,10070.1,10070.4,2793000.0,10070.4
2005-04-29,10070.4,10196.4,10048.1,10192.5,3037900.0,10192.5
2005-05-02,10192.0,10258.4,10188.1,10251.7,2396100.0,10251.7
2005-05-03,10251.0,10304.5,10208.0,10257.0,2777100.0,10257.0
2005-05-04,10255.3,10392.5,10255.3,10384.6,2752400.0,10384.6
2005-05-05,10384.5,10405.8,10296.5,10340.4,2364600.0,10340.4
2005-05-06,10339.7,10400.6,10339.6,10345.4,2304100.0,10345.4
2005-05-09,10345.4,10384.9,10320.1,10384.3,2046000.0,10384.3
2005-05-10,10382.9,10382.9,10250.2,10281.1,2349100.0,10281.1
2005-05-11,10272.9,10311.2,10184.9,10300.3,2148900.0,10300.3
2005-05-12,10299.7,10322.4,10183.4,10189.5,2498400.0,10189.5
2005-05-13,10188.2,10234.3,10075.6,10140.1,2584100.0,10140.1
2005-05-16,10139.6,10255.3,10138.3,10252.3,2172300.0,10252.3
2005-05-17,10247.5,10336.9,10213.1,10331.9,2411100.0,10331.9
2005-05-18,10323.2,10480.9,10323.0,10464.5,2997600.0,10464.5
2005-05-19,10464.5,10494.7,10435.3,10493.2,2091800.0,10493.2
2005-05-20,10492.8,10499.3,10423.9,10471.9,2322500.0,10471.9
2005-05-23,10472.8,10560.8,10466.1,10523.6,2252900.0,10523.6
2005-05-24,10522.7,10522.7,10471.9,10503.7,2046500.0,10503.7
2005-05-25,10503.2,10503.2,10426.4,10457.8,1879900.0,10457.8
2005-05-26,10458.7,10544.1,10458.6,10537.6,1946200.0,10537.6
2005-05-27,10537.1,10552.0,10517.7,10542.6,1680600.0,10542.6
2005-05-31,10541.9,10542.3,10467.5,10467.5,2407800.0,10467.5
2005-06-01,10462.9,10586.4,10457.9,10549.9,2301700.0,10549.9
2005-06-02,10548.8,10559.9,10510.4,10553.5,1876800.0,10553.5
2005-06-03,10552.8,10553.2,10448.4,10461.0,2222300.0,10461.0
2005-06-06,10461.6,10481.0,10431.0,10467.0,1702000.0,10467.0
2005-06-07,10466.0,10578.8,10465.9,10483.1,2139900.0,10483.1
2005-06-08,10484.8,10543.3,10465.3,10476.9,1958100.0,10476.9
2005-06-09,10477.8,10526.4,10443.3,10503.0,2098100.0,10503.0
2005-06-10,10503.0,10538.6,10452.6,10512.6,2171000.0,10512.6
2005-06-13,10503.6,10589.2,10474.4,10522.6,2056300.0,10522.6
2005-06-14,10522.0,10586.7,10521.8,10547.6,1920300.0,10547.6
2005-06-15,10548.7,10589.9,10495.4,10566.4,2208400.0,10566.4
2005-06-16,10566.8,10595.5,10540.1,10578.7,2177300.0,10578.7
